corpus	token	lemma_guess	count	category	notes
wikipedia	love	love	31728	proper_noun	
wikipedia	xiv	xiv	30988	numerals_acronyms	
wikipedia	egitto	egitto	30669	proper_noun	
wikipedia	henry	henry	30586	proper_noun	
wikipedia	vienna	vienna	30129	proper_noun	
wikipedia	louis	louis	29965	proper_noun	
wikipedia	washington	washington	29915	proper_noun	
wikipedia	united	united	29864	foreign_word	
wikipedia	joseph	joseph	29358	proper_noun	
wikipedia	essersi	essersi	28695	tokeniser_fixable	clitic_verb
wikipedia	svezia	svezia	27462	residual	
wikipedia	series	series	27440	foreign_word	
wikipedia	nessun	nessun	27001	residual	
wikipedia	ungheria	ungheria	26408	proper_noun	
wikipedia	viii	viii	26262	numerals_acronyms	
wikipedia	padova	padova	26202	proper_noun	
wikipedia	francisco	francisco	26033	proper_noun	
wikipedia	uefa	uefa	25979	residual	
wikipedia	ix	ix	25523	numerals_acronyms	
wikipedia	nessuna	nessun	25127	residual	
wikipedia	awards	awards	25108	residual	
wikipedia	alpi	alpi	24969	residual	
wikipedia	smith	smith	24911	proper_noun	
wikipedia	eccentricità	eccentricità	24656	residual	
wikipedia	chicago	chicago	24560	residual	
wikipedia	vincenzo	vincenzo	24485	proper_noun	
wikipedia	pierre	pierre	24147	proper_noun	
wikipedia	eclittica	eclittica	24102	residual	
wikipedia	semiasse	semiasse	23738	residual	
wikipedia	farsi	farsi	23726	tokeniser_fixable	clitic_verb
wikipedia	arcidiocesi	arcidiocesi	23251	residual	
wikipedia	anti	anti	23238	foreign_word	
wikipedia	napoleone	napoleone	23199	residual	
wikipedia	champions	champions	23181	residual	
wikipedia	slalom	slalom	23129	residual	
wikipedia	ua	ua	22987	residual	
wikipedia	ferdinando	ferdinando	22954	proper_noun	
wikipedia	daniel	daniel	22722	proper_noun	
wikipedia	novecento	novecento	22552	residual	
wikipedia	savoia	savoia	22273	residual	
wikipedia	juan	juan	21919	proper_noun	
wikipedia	portogallo	portogallo	21774	proper_noun	
wikipedia	corea	corea	21723	residual	
wikipedia	williams	williams	21610	residual	
wikipedia	josé	josé	21465	residual	
wikipedia	tokyo	tokyo	21314	proper_noun	
wikipedia	emilia	emilia	21143	proper_noun	
wikipedia	mike	mike	21136	proper_noun	
wikipedia	jones	jones	20872	foreign_word	
wikipedia	martino	martino	20724	proper_noun	
wikipedia	scozia	scozia	20569	residual	
wikipedia	liga	liga	20553	residual	
wikipedia	brescia	brescia	20500	residual	
wikipedia	ferrari	ferrari	20421	residual	
wikipedia	baviera	baviera	20310	residual	
wikipedia	cover	cover	20251	foreign_word	
wikipedia	romania	romania	20099	proper_noun	
wikipedia	scott	scott	20096	proper_noun	
wikipedia	legenda	legenda	19951	foreign_word	
wikipedia	pisa	pisa	19950	proper_noun	
wikipedia	claudio	claudio	19542	proper_noun	
wikipedia	chris	chris	19438	proper_noun	
wikipedia	disambigua	disambigua	19341	residual	
wikipedia	steve	steve	19011	proper_noun	
wikipedia	virginia	virginia	18909	proper_noun	
wikipedia	marie	marie	18890	proper_noun	
wikipedia	barcellona	barcellona	18699	residual	
wikipedia	costantinopoli	costantinopoli	18640	residual	
wikipedia	farlo	farlo	18537	tokeniser_fixable	clitic_verb
wikipedia	calabria	calabria	18508	proper_noun	
wikipedia	tommaso	tommaso	18446	proper_noun	
wikipedia	prix	prix	18405	residual	
wikipedia	edward	edward	18318	proper_noun	
wikipedia	carlos	carlos	18313	proper_noun	
wikipedia	alfonso	alfonso	17816	proper_noun	
wikipedia	rapper	rapper	17709	foreign_word	
wikipedia	emanuele	emanuele	17708	residual	
wikipedia	norvegia	norvegia	17682	residual	
wikipedia	alexander	alexander	17668	proper_noun	
wikipedia	elena	elena	17617	proper_noun	
wikipedia	piemonte	piemonte	17500	proper_noun	
wikipedia	danimarca	danimarca	17457	residual	
wikipedia	women	women	17423	residual	
wikipedia	white	white	17412	foreign_word	
wikipedia	johnson	johnson	17084	residual	
wikipedia	atene	atene	16927	tokeniser_fixable	clitic_verb
wikipedia	billboard	billboard	16858	foreign_word	
wikipedia	gerusalemme	gerusalemme	16749	residual	
wikipedia	trieste	trieste	16738	proper_noun	
wikipedia	alessandria	alessandria	16657	residual	
wikipedia	reggio	reggio	16631	residual	
wikipedia	complessivamente	complessivamente	16501	residual	
wikipedia	green	green	16450	foreign_word	
wikipedia	tassonomia	tassonomia	16365	residual	
wikipedia	catania	catania	16325	proper_noun	
wikipedia	bergamo	bergamo	16282	foreign_word	
wikipedia	pictures	pictures	16273	residual	
wikipedia	modena	modena	16260	proper_noun	
wikipedia	davis	davis	16185	proper_noun	
wikipedia	carolina	carolina	16119	proper_noun	
wikipedia	retrocessione	retrocessione	16074	residual	
wikipedia	windows	windows	16068	residual	
wikipedia	island	island	16056	foreign_word	
wikipedia	life	life	16027	foreign_word	
wikipedia	elisabetta	elisabetta	16001	proper_noun	
wikipedia	simon	simon	15868	proper_noun	
wikipedia	cacciatorpediniere	cacciatorpediniere	15789	residual	
wikipedia	states	states	15763	residual	
wikipedia	taylor	taylor	15700	proper_noun	
wikipedia	gregorio	gregorio	15673	proper_noun	
wikipedia	arthur	arthur	15672	proper_noun	
wikipedia	karl	karl	15646	proper_noun	
wikipedia	trasferirsi	trasferirsi	15584	tokeniser_fixable	clitic_verb
wikipedia	laura	laura	15573	proper_noun	
wikipedia	toponimo	toponimo	15530	residual	
wikipedia	edoardo	edoardo	15489	residual	
wikipedia	teresa	teresa	15469	proper_noun	
wikipedia	ferrara	ferrara	15440	foreign_word	
wikipedia	etimologia	etimologia	15296	residual	
wikipedia	north	north	15271	foreign_word	
wikipedia	z	z	15220	residual	
wikipedia	christian	christian	15207	proper_noun	
wikipedia	albert	albert	15114	proper_noun	
wikipedia	carl	carl	15101	proper_noun	
wikipedia	brian	brian	15074	proper_noun	
wikipedia	adam	adam	15064	proper_noun	
wikipedia	trento	trento	15043	residual	
wikipedia	ritirarsi	ritirarsi	15021	tokeniser_fixable	clitic_verb
wikipedia	london	london	14947	residual	
wikipedia	hitler	hitler	14944	residual	
wikipedia	giulia	giulia	14854	proper_noun	
wikipedia	pavia	pavia	14846	proper_noun	
wikipedia	wilson	wilson	14839	proper_noun	
wikipedia	jacques	jacques	14827	proper_noun	
wikipedia	south	south	14805	foreign_word	
wikipedia	boston	boston	14794	foreign_word	
wikipedia	hamilton	hamilton	14772	proper_noun	
wikipedia	covid	covid	14771	numerals_acronyms	
wikipedia	sassonia	sassonia	14704	residual	
wikipedia	comics	comics	14696	residual	
wikipedia	sanremo	sanremo	14614	residual	
wikipedia	theatre	theatre	14447	residual	
wikipedia	nba	nba	14338	residual	
wikipedia	lewis	lewis	14311	proper_noun	
wikipedia	ludovico	ludovico	14298	residual	
wikipedia	johann	johann	14230	proper_noun	
wikipedia	inaugurata	inaugurato	14209	residual	
wikipedia	zelanda	zelanda	14202	residual	
wikipedia	umberto	umberto	14174	proper_noun	
wikipedia	françois	françois	14052	residual	
wikipedia	arts	arts	14042	residual	
wikipedia	mantova	mantova	14028	residual	
wikipedia	roger	roger	14024	proper_noun	
wikipedia	garibaldi	garibaldi	14020	foreign_word	
wikipedia	georgia	georgia	14000	proper_noun	
wikipedia	gianni	gianni	13970	residual	
news	europa	europa	2842	proper_noun	
news	-	-	2673	residual	
news	trump	trump	1798	proper_noun	
news	ue	ue	1690	numerals_acronyms	
news	maggior	maggior	1336	residual	
news	eurozona	eurozona	1087	residual	
news	america	america	1033	proper_noun	
news	fed	fed	778	numerals_acronyms	
news	bce	bce	743	numerals_acronyms	
news	tanto	tangere	725	phantom_upstream_lemma	lemma_guess=tangere
news	russia	russia	701	proper_noun	
news	obama	obama	571	proper_noun	
news	fmi	fmi	523	numerals_acronyms	
news	iran	iran	521	proper_noun	
news	alcun	alcun	433	residual	
news	spagna	spagna	413	proper_noun	
news	corea	corea	408	residual	
news	londra	londra	406	proper_noun	
news	parigi	parigi	392	proper_noun	
news	federal	federal	389	foreign_word	
news	brexit	brexit	372	residual	
news	surplus	surplus	371	foreign_word	
news	military	military	365	foreign_word	
news	siria	siria	361	proper_noun	
news	austerità	austerità	359	residual	
news	reserve	reserve	353	foreign_word	
news	renminbi	renminbi	345	residual	
news	washington	washington	343	proper_noun	
news	ancor	ancor	336	residual	
news	asset	asset	332	foreign_word	
news	l'economia	l'economia	326	tokeniser_fixable	apostrophe_contraction
news	donald	donald	323	proper_noun	
news	brasile	brasile	312	proper_noun	
news	farlo	farlo	304	tokeniser_fixable	clitic_verb
news	nessun	nessun	301	residual	
news	default	default	297	foreign_word	
news	particolar	particolar	292	residual	
news	cambridge	cambridge	276	residual	
news	putin	putin	272	proper_noun	
news	covid-	covid-	266	residual	
news	trilioni	trilione	258	residual	
news	c'è	c'è	227	tokeniser_fixable	apostrophe_contraction
news	policymaker	policymaker	221	residual	
news	altresì	altresì	219	residual	
news	nessuna	nessun	218	residual	
news	hiv	hiv	213	numerals_acronyms	
news	qe	qe	212	numerals_acronyms	
news	barack	barack	207	proper_noun	
news	egitto	egitto	204	proper_noun	
news	azionari	azionari	201	residual	
news	stagnazione	stagnazione	199	residual	
news	united	united	198	foreign_word	
news	macron	macron	197	foreign_word	
news	bruxelles	bruxelles	191	proper_noun	
news	targeted	targeted	189	foreign_word	
news	killing	killing	189	foreign_word	
news	iran's	iran's	189	residual	
news	iranian	iranian	189	foreign_word	
news	portogallo	portogallo	187	proper_noun	
news	states	states	185	residual	
news	deflazione	deflazione	182	residual	
news	aziendali	aziendali	181	residual	
news	l'europa	l'europa	179	tokeniser_fixable	apostrophe_contraction
news	nigeria	nigeria	175	residual	
news	represents	represents	174	residual	
news	significant	significant	174	foreign_word	
news	symbolic	symbolic	174	foreign_word	
news	defeat	defeat	174	foreign_word	
news	does	does	174	foreign_word	
news	augur	augur	174	foreign_word	
news	all-out	all-out	174	residual	
news	already	already	174	foreign_word	
news	been	been	174	foreign_word	
news	decades	decades	174	residual	
news	neither	neither	174	foreign_word	
news	interest	interest	174	foreign_word	
news	uncontrolled	uncontrolled	174	foreign_word	
news	dell'eurozona	dell'eurozona	174	tokeniser_fixable	apostrophe_contraction
news	easing	easing	167	foreign_word	
news	volatilità	volatilità	167	residual	
news	dell'economia	dell'economia	165	tokeniser_fixable	apostrophe_contraction
news	pakistan	pakistan	164	residual	
news	disavanzo	disavanzo	163	residual	
news	merkel	merkel	161	residual	
news	polonia	polonia	157	proper_noun	
news	concentrarsi	concentrarsi	155	tokeniser_fixable	clitic_verb
news	multilaterali	multilaterale	154	residual	
news	ebola	ebola	151	residual	
news	impegnarsi	impegnarsi	143	tokeniser_fixable	clitic_verb
news	g-	g-	141	residual	
news	allentamento	allentamento	137	residual	
news	ocse	ocse	137	numerals_acronyms	
news	arabia	arabia	135	residual	
news	esportatori	esportatore	133	residual	
news	hong	hong	133	foreign_word	
news	george	george	132	proper_noun	
news	economic	economic	129	foreign_word	
news	resilienza	resilienza	128	residual	
news	macroeconomica	macroeconomico	126	residual	
news	farsi	farsi	125	tokeniser_fixable	clitic_verb
news	afghanistan	afghanistan	125	residual	
news	period	period	125	foreign_word	
news	protezionismo	protezionismo	124	residual	
news	permettersi	permettersi	123	tokeniser_fixable	clitic_verb
news	eurobond	eurobond	123	residual	
news	multilaterale	multilaterale	122	residual	
news	sub-sahariana	sub-sahariana	121	residual	
news	apart	apart	121	foreign_word	
news	tbc	tbc	121	numerals_acronyms	
news	clinton	clinton	120	proper_noun	
news	bizarre	bizarre	120	foreign_word	
news	effective	effective	120	foreign_word	
news	grip	grip	120	foreign_word	
news	republicans	republicans	120	residual	
news	vicious	vicious	120	foreign_word	
news	infighting	infighting	120	foreign_word	
news	conceivably	conceivably	120	foreign_word	
news	tear	tear	120	foreign_word	
news	richly	richly	120	foreign_word	
news	deserve	deserve	120	foreign_word	
news	'	'	118	residual	
news	cameron	cameron	118	proper_noun	
news	singapore	singapore	118	residual	
news	leading	leading	118	foreign_word	
news	dell'europa	dell'europa	117	tokeniser_fixable	apostrophe_contraction
news	romney	romney	117	foreign_word	
news	ideas	ideas	117	residual	
news	annual	annual	117	foreign_word	
news	tpp	tpp	116	numerals_acronyms	
news	enjoy	enjoy	116	foreign_word	
news	unlimited	unlimited	116	foreign_word	
news	opinions	opinions	116	residual	
news	world's	world's	116	residual	
news	thinkers	thinkers	116	residual	
news	including	including	116	residual	
news	weekly	weekly	116	foreign_word	
news	reads	reads	116	residual	
news	reviews	reviews	116	residual	
news	interviews	interviews	116	residual	
news	ahead	ahead	116	foreign_word	
news	print	print	116	foreign_word	
news	archive	archive	116	foreign_word	
news	less	less	116	foreign_word	
news	month	month	116	foreign_word	
news	rivelarsi	rivelarsi	115	tokeniser_fixable	clitic_verb
news	erdo	erdo	114	residual	
news	institute	institute	114	foreign_word	
news	australia	australia	112	proper_noun	
news	trade	trade	111	foreign_word	
news	l'inflazione	l'inflazione	107	tokeniser_fixable	apostrophe_contraction
news	facebook	facebook	106	residual	
news	berkeley	berkeley	106	proper_noun	
news	perchè	perchè	106	residual	
news	vent	vent	105	foreign_word	
news	bernanke	bernanke	104	residual	
news	libia	libia	104	residual	
news	oss	oss	103	residual	
news	angela	angela	103	proper_noun	
news	pechino	pechino	102	proper_noun	
news	assad	assad	102	residual	
news	indonesia	indonesia	101	residual	
news	oms	oms	100	residual	
news	venezuela	venezuela	99	residual	
news	biden	biden	99	proper_noun	
news	reagan	reagan	98	proper_noun	
news	fund	fund	96	foreign_word	
news	bangladesh	bangladesh	96	residual	
news	un'economia	un'economia	95	tokeniser_fixable	apostrophe_contraction
news	kenya	kenya	95	residual	
news	green	green	94	foreign_word	
news	basilea	basilea	94	residual	
news	harvard	harvard	93	proper_noun	
news	l'ue	l'ue	93	tokeniser_fixable	apostrophe_contraction
news	foundation	foundation	93	foreign_word	
news	esserci	esserci	92	tokeniser_fixable	clitic_verb
news	doha	doha	91	residual	
news	sdg	sdg	91	numerals_acronyms	
news	immunizzazione	immunizzazione	90	residual	
news	riequilibrio	riequilibrio	89	residual	
news	antimicrobica	antimicrobica	89	residual	
news	ungheria	ungheria	88	proper_noun	
news	indebolimento	indebolimento	86	residual	
news	lehman	lehman	86	residual	
news	dell'unione	dell'unione	85	tokeniser_fixable	apostrophe_contraction
news	svezia	svezia	85	residual	
news	piketty	piketty	85	residual	
news	l'unione	l'unione	85	tokeniser_fixable	apostrophe_contraction
news	aspettarsi	aspettarsi	85	tokeniser_fixable	clitic_verb
news	focalizzarsi	focalizzarsi	85	tokeniser_fixable	clitic_verb
news	polarizzazione	polarizzazione	85	residual	
news	keynes	keynes	85	residual	
news	robert	robert	84	proper_noun	
news	un'altra	un'altra	84	tokeniser_fixable	apostrophe_contraction
news	diabete	diabete	83	residual	
news	polio	polio	83	foreign_word	
news	comunicabili	comunicabile	82	residual	
news	orbán	orbán	82	residual	
news	quest'anno	quest'anno	81	tokeniser_fixable	apostrophe_contraction
news	preoccuparsi	preoccuparsi	81	tokeniser_fixable	clitic_verb
news	friedman	friedman	79	residual	
lip	-	-	159332	residual	
lip	dell'unione	dell'unione	59852	tokeniser_fixable	apostrophe_contraction
lip	europa	europa	49723	proper_noun	
lip	e'	e'	46108	residual	
lip	l'unione	l'unione	42776	tokeniser_fixable	apostrophe_contraction
lip	l'onorevole	l'onorevole	23311	tokeniser_fixable	apostrophe_contraction
lip	l'europa	l'europa	19954	tokeniser_fixable	apostrophe_contraction
lip	tanto	tangere	14940	phantom_upstream_lemma	lemma_guess=tangere
lip	dell'onorevole	dell'onorevole	14468	tokeniser_fixable	apostrophe_contraction
lip	lisbona	lisbona	13921	proper_noun	
lip	nell'ambito	nell'ambito	13123	tokeniser_fixable	apostrophe_contraction
lip	alcun	alcun	12740	residual	
lip	russia	russia	12163	proper_noun	
lip	maggior	maggior	11970	residual	
lip	c'è	c'è	11771	tokeniser_fixable	apostrophe_contraction
lip	altresì	altresì	11451	residual	
lip	dell'europa	dell'europa	11311	tokeniser_fixable	apostrophe_contraction
lip	nell'unione	nell'unione	11095	tokeniser_fixable	apostrophe_contraction
lip	all'interno	all'interno	11084	tokeniser_fixable	apostrophe_contraction
lip	dell'ue	dell'ue	10274	tokeniser_fixable	apostrophe_contraction
lip	relatrice	relatrice	10069	residual	
lip	ue	ue	9364	numerals_acronyms	
lip	l'obiettivo	l'obiettivo	8284	tokeniser_fixable	apostrophe_contraction
lip	dall'onorevole	dall'onorevole	8091	tokeniser_fixable	apostrophe_contraction
lip	farlo	farlo	7957	tokeniser_fixable	clitic_verb
lip	d'accordo	d'accordo	7889	tokeniser_fixable	apostrophe_contraction
