rank	token	lemma_guess	count	cum_count	cum_pct_missing	cum_pct_corpus	category	english_gloss
33	's	's	55516	9105992	27.8662	1.6188	residual	
34	Jane	jane	55185	9161177	28.0351	1.6286	proper_noun	
35	andra	andra	54240	9215417	28.2011	1.6383	proper_noun	
36	averlo	averlo	53294	9268711	28.3642	1.6478	tokeniser_fixable	
37	lasciami	lasciami	53010	9321721	28.5264	1.6572	tokeniser_fixable	
38	aiutarti	aiutarti	52947	9374668	28.6884	1.6666	tokeniser_fixable	
39	vattene	vattene	52097	9426765	28.8479	1.6758	residual	shoo!, clear off!, go away!, flip off!
40	George	george	50218	9476983	29.0015	1.6848	proper_noun	George
41	é	é	49966	9526949	29.1545	1.6937	residual	
42	percio	percio	49269	9576218	29.3052	1.7024	tokeniser_fixable	
43	ascoltami	ascoltami	48436	9624654	29.4534	1.7110	tokeniser_fixable	
44	parlarne	parlarne	47768	9672422	29.5996	1.7195	tokeniser_fixable	
45	alcun	alcun	46590	9719012	29.7422	1.7278	residual	some
46	Danny	danny	45390	9764402	29.8811	1.7359	proper_noun	
47	bellissima	bellissima	44797	9809199	30.0182	1.7438	residual	
48	America	america	44559	9853758	30.1546	1.7518	proper_noun	America
49	farla	farla	44430	9898188	30.2905	1.7597	tokeniser_fixable	to make a fool of, to defecate, Used other than figuratively or idiomatically: compound of the infinitive fare with la
50	averti	averti	43703	9941891	30.4243	1.7674	tokeniser_fixable	
51	farsi	farsi	43254	9985145	30.5566	1.7751	tokeniser_fixable	to become, to make oneself, to elaborate on in one's mind
52	siediti	siediti	41348	10026493	30.6832	1.7825	residual	
53	avra	avra	41009	10067502	30.8087	1.7898	residual	
54	aiutarmi	aiutarmi	40357	10107859	30.9322	1.7969	tokeniser_fixable	
55	farcela	farcela	40186	10148045	31.0551	1.8041	tokeniser_fixable	to be able to keep going; to be able to go on; to be able to take it, to be able to, to manage to, to make it
56	parlarti	parlarti	40082	10188127	31.1778	1.8112	tokeniser_fixable	
57	Jimmy	jimmy	40012	10228139	31.3002	1.8183	proper_noun	
58	gliel'	gliel'	39678	10267817	31.4217	1.8254	residual	
59	farle	farle	39238	10307055	31.5417	1.8323	tokeniser_fixable	
60	vederlo	vederlo	38729	10345784	31.6603	1.8392	tokeniser_fixable	
61	Jake	jake	38477	10384261	31.7780	1.8461	proper_noun	
62	qualcos'	qualcos'	37741	10422002	31.8935	1.8528	residual	
63	darti	darti	37359	10459361	32.0078	1.8594	tokeniser_fixable	
64	verra	verra	36922	10496283	32.1208	1.8660	residual	
65	avermi	avermi	36812	10533095	32.2335	1.8725	tokeniser_fixable	
66	Ryan	ryan	36340	10569435	32.3447	1.8790	proper_noun	
67	bellissimo	bellissimo	36336	10605771	32.4559	1.8854	residual	a surname transferred from the nickname
68	darmi	darmi	36279	10642050	32.5669	1.8919	tokeniser_fixable	
69	maggior	maggior	35413	10677463	32.6753	1.8982	residual	
70	aiutarla	aiutarla	34621	10712084	32.7812	1.9043	tokeniser_fixable	
71	Amy	amy	33718	10745802	32.8844	1.9103	proper_noun	
72	Claire	claire	33162	10778964	32.9859	1.9162	proper_noun	
73	Daniel	daniel	32721	10811685	33.0860	1.9221	proper_noun	Daniel
74	guardami	guardami	32604	10844289	33.1858	1.9279	tokeniser_fixable	
75	Emma	emma	32401	10876690	33.2849	1.9336	proper_noun	
76	andartene	andartene	32304	10908994	33.3838	1.9394	tokeniser_fixable	
77	Kevin	kevin	32204	10941198	33.4823	1.9451	proper_noun	
78	Tommy	tommy	32169	10973367	33.5808	1.9508	proper_noun	Tommy, redcoat
79	Gesu	gesu	31926	11005293	33.6785	1.9565	residual	
80	Resynch	resynch	31916	11037209	33.7762	1.9621	residual	
81	Rachel	rachel	31673	11068882	33.8731	1.9678	proper_noun	
82	averla	averla	31588	11100470	33.9698	1.9734	tokeniser_fixable	shrike
83	Emily	emily	31533	11132003	34.0663	1.9790	proper_noun	
84	Richard	richard	31519	11163522	34.1627	1.9846	proper_noun	Richard
85	Kate	kate	31438	11194960	34.2589	1.9902	proper_noun	
86	Steve	steve	31436	11226396	34.3551	1.9958	proper_noun	
87	Charles	charles	31411	11257807	34.4512	2.0014	proper_noun	Charles
88	vederla	vederla	31099	11288906	34.5464	2.0069	tokeniser_fixable	
89	Washington	washington	31077	11319983	34.6415	2.0124	proper_noun	Washington
90	Londra	londra	31029	11351012	34.7365	2.0179	proper_noun	London
91	Scott	scott	30781	11381793	34.8307	2.0234	proper_noun	
92	aiutami	aiutami	30648	11412441	34.9245	2.0289	tokeniser_fixable	
93	avro	avro	30382	11442823	35.0174	2.0343	residual	
94	dirle	dirle	30248	11473071	35.1100	2.0396	tokeniser_fixable	
95	digli	digli	29506	11502577	35.2003	2.0449	residual	
96	fargli	fargli	29216	11531793	35.2897	2.0501	tokeniser_fixable	
97	dirtelo	dirtelo	29134	11560927	35.3788	2.0553	tokeniser_fixable	
98	chiederti	chiederti	28846	11589773	35.4671	2.0604	tokeniser_fixable	
99	laggiu	laggiu	28589	11618362	35.5546	2.0655	residual	
100	Johnny	johnny	28418	11646780	35.6416	2.0705	proper_noun	
101	Robert	robert	28344	11675124	35.7283	2.0756	proper_noun	Robert
102	Billy	billy	28282	11703406	35.8149	2.0806	proper_noun	
103	prendermi	prendermi	28160	11731566	35.9010	2.0856	tokeniser_fixable	
104	trovarlo	trovarlo	27860	11759426	35.9863	2.0905	tokeniser_fixable	
105	Chris	chris	27560	11786986	36.0706	2.0954	proper_noun	
106	Adam	adam	27499	11814485	36.1548	2.1003	proper_noun	Adam
107	andarci	andarci	27421	11841906	36.2387	2.1052	tokeniser_fixable	
108	Angeles	angeles	27396	11869302	36.3225	2.1101	residual	
109	Hank	hank	27318	11896620	36.4061	2.1149	proper_noun	
110	uccidermi	uccidermi	26928	11923548	36.4885	2.1197	tokeniser_fixable	
111	esserlo	esserlo	26903	11950451	36.5709	2.1245	tokeniser_fixable	
112	Barry	barry	26564	11977015	36.6522	2.1292	proper_noun	
113	pensarci	pensarci	26490	12003505	36.7332	2.1339	tokeniser_fixable	to think about it, to take care of it; to deal with it; to preoccupy oneself about
114	tantissimo	tantissimo	26440	12029945	36.8141	2.1386	residual	
115	Brian	brian	26345	12056290	36.8948	2.1433	proper_noun	
116	Parigi	parigi	26334	12082624	36.9754	2.1480	proper_noun	Paris
117	succedera	succedera	25820	12108444	37.0544	2.1526	residual	
118	Pete	pete	25795	12134239	37.1333	2.1572	proper_noun	
119	quand'	quand'	25645	12159884	37.2118	2.1617	residual	
120	andarmene	andarmene	25453	12185337	37.2897	2.1663	tokeniser_fixable	
121	credimi	credimi	25332	12210669	37.3672	2.1708	residual	
122	scusatemi	scusatemi	24958	12235627	37.4436	2.1752	residual	
123	prenderti	prenderti	24936	12260563	37.5199	2.1796	tokeniser_fixable	
124	Luke	luke	24778	12285341	37.5957	2.1840	proper_noun	
125	chiamami	chiamami	24753	12310094	37.6715	2.1884	tokeniser_fixable	
126	Chuck	chuck	24681	12334775	37.7470	2.1928	proper_noun	
127	Louis	louis	24672	12359447	37.8225	2.1972	proper_noun	
128	nient'	nient'	24613	12384060	37.8978	2.2016	residual	
129	dirgli	dirgli	24609	12408669	37.9731	2.2060	tokeniser_fixable	
130	vedermi	vedermi	24573	12433242	38.0483	2.2103	tokeniser_fixable	
131	potra	potra	24511	12457753	38.1233	2.2147	residual	
132	Ted	ted	24425	12482178	38.1981	2.2190	proper_noun	
133	crederci	crederci	24402	12506580	38.2727	2.2234	tokeniser_fixable	
134	andarsene	andarsene	24310	12530890	38.3471	2.2277	tokeniser_fixable	to go away, leave, to leave, to get out of, to get away from, to pass away
135	Eric	eric	24288	12555178	38.4215	2.2320	proper_noun	
136	Eddie	eddie	24210	12579388	38.4956	2.2363	proper_noun	
137	muoviti	muoviti	24148	12603536	38.5695	2.2406	residual	
138	andarcene	andarcene	23962	12627498	38.6428	2.2449	tokeniser_fixable	
139	Thomas	thomas	23961	12651459	38.7161	2.2491	proper_noun	Thomas
140	dargli	dargli	23742	12675201	38.7888	2.2533	tokeniser_fixable	
141	vorra	vorra	23674	12698875	38.8612	2.2576	residual	
142	Martin	martin	23484	12722359	38.9331	2.2617	proper_noun	only used in martin pescatore
143	Lily	lily	23434	12745793	39.0048	2.2659	proper_noun	
144	chiamarmi	chiamarmi	23428	12769221	39.0765	2.2701	tokeniser_fixable	
145	Maria	maria	23307	12792528	39.1478	2.2742	proper_noun	Maria
146	Dean	dean	23196	12815724	39.2188	2.2783	proper_noun	
147	offerto	offerto	23136	12838860	39.2896	2.2824	residual	
148	dovro	dovro	23126	12861986	39.3604	2.2865	residual	
149	ucciderlo	ucciderlo	22874	12884860	39.4304	2.2906	tokeniser_fixable	
150	societa	societa	22737	12907597	39.4999	2.2947	tokeniser_fixable	
151	Harvey	harvey	22624	12930221	39.5692	2.2987	proper_noun	
152	prenderlo	prenderlo	22542	12952763	39.6382	2.3027	tokeniser_fixable	
153	Oliver	oliver	22513	12975276	39.7071	2.3067	proper_noun	
154	aiutarci	aiutarci	22508	12997784	39.7759	2.3107	tokeniser_fixable	
155	conoscerti	conoscerti	22383	13020167	39.8444	2.3147	tokeniser_fixable	
156	Carl	carl	22352	13042519	39.9128	2.3186	proper_noun	
157	Lucy	lucy	22199	13064718	39.9808	2.3226	proper_noun	
158	Simon	simon	21953	13086671	40.0479	2.3265	proper_noun	
159	Phil	phil	21918	13108589	40.1150	2.3304	proper_noun	
160	lasciarmi	lasciarmi	21846	13130435	40.1819	2.3343	tokeniser_fixable	
161	lascialo	lascialo	21843	13152278	40.2487	2.3382	tokeniser_fixable	
162	dirci	dirci	21781	13174059	40.3154	2.3420	tokeniser_fixable	
163	O'	o'	21766	13195825	40.3820	2.3459	residual	
164	Annie	annie	21598	13217423	40.4481	2.3497	proper_noun	
165	Josh	josh	21592	13239015	40.5141	2.3536	proper_noun	
166	parlarle	parlarle	21434	13260449	40.5797	2.3574	tokeniser_fixable	
167	scusarmi	scusarmi	21301	13281750	40.6449	2.3612	tokeniser_fixable	
168	Abby	abby	21190	13302940	40.7098	2.3649	proper_noun	
169	Elena	elena	21175	13324115	40.7746	2.3687	proper_noun	Elena
170	dirmelo	dirmelo	21163	13345278	40.8393	2.3725	tokeniser_fixable	
171	dovra	dovra	21138	13366416	40.9040	2.3762	residual	
172	Morgan	morgan	20723	13387139	40.9674	2.3799	proper_noun	
173	Jeff	jeff	20699	13407838	41.0308	2.3836	proper_noun	
174	sentirmi	sentirmi	20628	13428466	41.0939	2.3873	tokeniser_fixable	
175	dirglielo	dirglielo	20499	13448965	41.1566	2.3909	tokeniser_fixable	
176	Kim	kim	20447	13469412	41.2192	2.3945	proper_noun	
177	Sean	sean	20324	13489736	41.2814	2.3981	proper_noun	
178	Olivia	olivia	20300	13510036	41.3435	2.4018	proper_noun	a female given name, equivalent to English Olivia or Olive
179	Vincent	vincent	20131	13530167	41.4051	2.4053	proper_noun	
180	farvi	farvi	20119	13550286	41.4667	2.4089	tokeniser_fixable	
181	lasciatemi	lasciatemi	20106	13570392	41.5282	2.4125	residual	
182	bell'	bell'	19990	13590382	41.5894	2.4160	residual	
183	smetterla	smetterla	19975	13610357	41.6505	2.4196	tokeniser_fixable	to stop or give up an activity; to leave off; to stop
184	Maggie	maggie	19968	13630325	41.7116	2.4231	proper_noun	
185	Sissignore	sissignore	19858	13650183	41.7724	2.4267	residual	"yessir!" in accepting an authority figure's, especially royal or military's, order, "yes indeed, of course."
186	Season	season	19853	13670036	41.8332	2.4302	foreign_word	
187	Episode	episode	19708	13689744	41.8935	2.4337	foreign_word	
188	trovarla	trovarla	19700	13709444	41.9538	2.4372	tokeniser_fixable	
189	Rick	rick	19540	13728984	42.0136	2.4407	proper_noun	
190	fatemi	fatemi	19531	13748515	42.0733	2.4442	residual	
191	muoversi	muoversi	19397	13767912	42.1327	2.4476	tokeniser_fixable	to move, to shift, to hurry up, to hurry, to go, to leave, to stir
192	penny	penny	19331	13787243	42.1918	2.4510	proper_noun	
193	Kyle	kyle	19276	13806519	42.2508	2.4545	proper_noun	
194	dillo	dillo	19221	13825740	42.3096	2.4579	residual	
195	Amanda	amanda	19132	13844872	42.3682	2.4613	proper_noun	a female given name
196	Karen	karen	19034	13863906	42.4264	2.4647	proper_noun	
197	Chicago	chicago	18906	13882812	42.4843	2.4680	residual	Chicago
198	daro	daro	18860	13901672	42.5420	2.4714	residual	
199	Elizabeth	elizabeth	18789	13920461	42.5995	2.4747	proper_noun	Elizabeth
200	darle	darle	18677	13939138	42.6567	2.4780	tokeniser_fixable	
201	trovarmi	trovarmi	18642	13957780	42.7137	2.4814	tokeniser_fixable	
202	darci	darci	18535	13976315	42.7704	2.4846	tokeniser_fixable	
203	Charlotte	charlotte	18519	13994834	42.8271	2.4879	proper_noun	
204	Roger	roger	18496	14013330	42.8837	2.4912	proper_noun	
205	prenderla	prenderla	18440	14031770	42.9401	2.4945	tokeniser_fixable	
206	Jones	jones	18389	14050159	42.9964	2.4978	foreign_word	Jones
207	mettermi	mettermi	18311	14068470	43.0525	2.5010	tokeniser_fixable	
208	averne	averne	18295	14086765	43.1084	2.5043	tokeniser_fixable	
209	Rebecca	rebecca	18160	14104925	43.1640	2.5075	proper_noun	Rebekah, a female given name of biblical origin
210	portarti	portarti	18091	14123016	43.2194	2.5107	tokeniser_fixable	
211	Spencer	spencer	18081	14141097	43.2747	2.5139	proper_noun	
212	Jerry	jerry	17990	14159087	43.3298	2.5171	proper_noun	
213	Jenny	jenny	17921	14177008	43.3846	2.5203	proper_noun	
214	farne	farne	17920	14194928	43.4394	2.5235	tokeniser_fixable	
215	Laura	laura	17884	14212812	43.4942	2.5267	proper_noun	Laura
216	ucciderti	ucciderti	17859	14230671	43.5488	2.5299	tokeniser_fixable	
217	proprieta	proprieta	17843	14248514	43.6034	2.5330	tokeniser_fixable	
218	Derek	derek	17812	14266326	43.6579	2.5362	proper_noun	
219	provarci	provarci	17755	14284081	43.7123	2.5394	tokeniser_fixable	to make a sexual or relational advance; to flirt; to hit on, to try to swindle or cheat, to try to learn something, generally by asking an expert in the field
220	metterti	metterti	17751	14301832	43.7666	2.5425	tokeniser_fixable	
221	mettiti	mettiti	17719	14319551	43.8208	2.5457	residual	
222	facciamolo	facciamolo	17705	14337256	43.8750	2.5488	residual	
223	Julia	julia	17694	14354950	43.9291	2.5520	proper_noun	
224	stara	stara	17658	14372608	43.9832	2.5551	residual	
225	portarlo	portarlo	17631	14390239	44.0371	2.5582	tokeniser_fixable	
226	Gary	gary	17622	14407861	44.0911	2.5614	proper_noun	
227	Beth	beth	17607	14425468	44.1449	2.5645	proper_noun	
228	Larry	larry	17597	14443065	44.1988	2.5676	proper_noun	
229	Howard	howard	17584	14460649	44.2526	2.5708	proper_noun	
230	sparito	sparito	17584	14478233	44.3064	2.5739	residual	
231	SRT	srt	17502	14495735	44.3600	2.5770	numerals_acronyms	
232	Robin	robin	17359	14513094	44.4131	2.5801	proper_noun	
233	Hanna	hanna	17220	14530314	44.4658	2.5831	proper_noun	
234	aiutarvi	aiutarvi	17220	14547534	44.5185	2.5862	tokeniser_fixable	
235	sentirti	sentirti	17161	14564695	44.5710	2.5892	tokeniser_fixable	
236	Clark	clark	17152	14581847	44.6235	2.5923	proper_noun	
237	Kelly	kelly	17152	14598999	44.6760	2.5953	proper_noun	
238	lascero	lascero	17105	14616104	44.7283	2.5984	residual	
239	Jess	jess	17011	14633115	44.7804	2.6014	proper_noun	
240	Arthur	arthur	16968	14650083	44.8323	2.6044	proper_noun	
241	Ross	ross	16962	14667045	44.8842	2.6074	proper_noun	
242	stammi	stammi	16904	14683949	44.9359	2.6104	residual	combined form of sta' and mi me”)
243	tenerlo	tenerlo	16852	14700801	44.9875	2.6134	tokeniser_fixable	
244	lasciarti	lasciarti	16799	14717600	45.0389	2.6164	tokeniser_fixable	
245	conoscerla	conoscerla	16764	14734364	45.0902	2.6194	tokeniser_fixable	
246	Tyler	tyler	16744	14751108	45.1415	2.6224	proper_noun	
247	Cole	cole	16720	14767828	45.1926	2.6254	proper_noun	
248	Marcus	marcus	16698	14784526	45.2437	2.6283	proper_noun	
249	klaus	klaus	16532	14801058	45.2943	2.6313	proper_noun	
250	Nathan	nathan	16518	14817576	45.3449	2.6342	proper_noun	
251	Molly	molly	16506	14834082	45.3954	2.6371	proper_noun	
252	Taylor	taylor	16488	14850570	45.4458	2.6401	proper_noun	
253	parlarmi	parlarmi	16347	14866917	45.4959	2.6430	tokeniser_fixable	
254	mezz'	mezz'	16276	14883193	45.5457	2.6459	residual	
255	Andrew	andrew	16254	14899447	45.5954	2.6488	proper_noun	
256	andiamocene	andiamocene	16254	14915701	45.6452	2.6516	residual	
257	trovarti	trovarti	16152	14931853	45.6946	2.6545	tokeniser_fixable	
258	pensaci	pensaci	16096	14947949	45.7438	2.6574	tokeniser_fixable	
259	essermi	essermi	16079	14964028	45.7930	2.6602	tokeniser_fixable	
260	Patrick	patrick	16042	14980070	45.8421	2.6631	proper_noun	
261	Chloe	chloe	16016	14996086	45.8912	2.6659	proper_noun	
262	Cooper	cooper	16002	15012088	45.9401	2.6688	proper_noun	
263	muovetevi	muovetevi	15927	15028015	45.9889	2.6716	residual	
264	Catherine	catherine	15897	15043912	46.0375	2.6744	proper_noun	Catherine
265	Castle	castle	15886	15059798	46.0861	2.6773	foreign_word	
266	Jesse	jesse	15875	15075673	46.1347	2.6801	proper_noun	
267	lasciarlo	lasciarlo	15852	15091525	46.1832	2.6829	tokeniser_fixable	
268	Alison	alison	15774	15107299	46.2315	2.6857	proper_noun	
269	dirvi	dirvi	15691	15122990	46.2795	2.6885	tokeniser_fixable	
270	portami	portami	15675	15138665	46.3275	2.6913	tokeniser_fixable	
271	chiedermi	chiedermi	15598	15154263	46.3752	2.6941	tokeniser_fixable	
272	Susan	susan	15595	15169858	46.4229	2.6968	proper_noun	
273	lasciala	lasciala	15493	15185351	46.4703	2.6996	tokeniser_fixable	
274	Caroline	caroline	15457	15200808	46.5176	2.7023	proper_noun	
275	muoverti	muoverti	15382	15216190	46.5647	2.7051	tokeniser_fixable	
276	Bonnie	bonnie	15374	15231564	46.6118	2.7078	proper_noun	
277	portarla	portarla	15363	15246927	46.6588	2.7105	tokeniser_fixable	
278	Helen	helen	15322	15262249	46.7057	2.7133	proper_noun	
279	Jeremy	jeremy	15282	15277531	46.7524	2.7160	proper_noun	
280	responsabilita	responsabilita	15266	15292797	46.7992	2.7187	tokeniser_fixable	
281	esserne	esserne	15216	15308013	46.8457	2.7214	tokeniser_fixable	
282	Hannah	hannah	15190	15323203	46.8922	2.7241	proper_noun	
283	tornera	tornera	15133	15338336	46.9385	2.7268	residual	
284	Victor	victor	15121	15353457	46.9848	2.7295	proper_noun	
285	potro	potro	15120	15368577	47.0311	2.7322	residual	
286	fidarti	fidarti	15094	15383671	47.0772	2.7348	tokeniser_fixable	
287	prendero	prendero	15069	15398740	47.1234	2.7375	residual	
288	scoprirlo	scoprirlo	15014	15413754	47.1693	2.7402	tokeniser_fixable	
289	portarmi	portarmi	15012	15428766	47.2152	2.7429	tokeniser_fixable	
290	Frankie	frankie	14997	15443763	47.2611	2.7455	proper_noun	
291	Damon	damon	14991	15458754	47.3070	2.7482	proper_noun	
292	Gordon	gordon	14970	15473724	47.3528	2.7509	proper_noun	
293	Liam	liam	14954	15488678	47.3986	2.7535	proper_noun	
294	Jay	jay	14910	15503588	47.4442	2.7562	proper_noun	
295	Miller	miller	14858	15518446	47.4897	2.7588	foreign_word	Miller
296	Smith	smith	14845	15533291	47.5351	2.7614	proper_noun	Smith
297	togliti	togliti	14813	15548104	47.5804	2.7641	tokeniser_fixable	
298	vederci	vederci	14755	15562859	47.6256	2.7667	tokeniser_fixable	to possess the faculty of sight
299	Terry	terry	14717	15577576	47.6706	2.7693	proper_noun	
300	servira	servira	14681	15592257	47.7156	2.7719	residual	
301	Ethan	ethan	14652	15606909	47.7604	2.7745	proper_noun	
302	Carol	carol	14617	15621526	47.8051	2.7771	proper_noun	
303	aiutarlo	aiutarlo	14565	15636091	47.8497	2.7797	tokeniser_fixable	
304	Bruce	bruce	14418	15650509	47.8938	2.7823	proper_noun	
305	parlargli	parlargli	14391	15664900	47.9379	2.7848	tokeniser_fixable	
306	metterci	metterci	14376	15679276	47.9819	2.7874	tokeniser_fixable	to take, Used other than figuratively or idiomatically: compound of the infinitive mettere with ci
307	farli	farli	14307	15693583	48.0256	2.7899	tokeniser_fixable	
308	capirlo	capirlo	14250	15707833	48.0692	2.7925	tokeniser_fixable	
309	fermarlo	fermarlo	14226	15722059	48.1128	2.7950	tokeniser_fixable	
310	venerdi	venerdi	14214	15736273	48.1563	2.7975	residual	
311	Jenna	jenna	14195	15750468	48.1997	2.8000	proper_noun	
312	perdonami	perdonami	14195	15764663	48.2432	2.8026	tokeniser_fixable	
313	Todd	todd	14190	15778853	48.2866	2.8051	proper_noun	
314	Ian	ian	14185	15793038	48.3300	2.8076	proper_noun	
315	Jordan	jordan	14174	15807212	48.3734	2.8101	proper_noun	
316	quant'	quant'	14148	15821360	48.4167	2.8127	residual	
317	staro	staro	14069	15835429	48.4597	2.8152	residual	
318	Stefan	stefan	14067	15849496	48.5028	2.8177	proper_noun	
319	Toby	toby	14040	15863536	48.5457	2.8202	proper_noun	
320	chiederle	chiederle	14039	15877575	48.5887	2.8226	tokeniser_fixable	
321	Marshall	marshall	14032	15891607	48.6316	2.8251	proper_noun	
322	Sally	sally	14004	15905611	48.6745	2.8276	proper_noun	
323	poterlo	poterlo	14002	15919613	48.7173	2.8301	tokeniser_fixable	
324	maesta	maesta	13998	15933611	48.7602	2.8326	tokeniser_fixable	
325	averci	averci	13948	15947559	48.8029	2.8351	tokeniser_fixable	
326	trovero	trovero	13940	15961499	48.8455	2.8376	residual	
327	Leonard	leonard	13912	15975411	48.8881	2.8400	proper_noun	
328	tornero	tornero	13886	15989297	48.9306	2.8425	residual	
329	assicurarmi	assicurarmi	13856	16003153	48.9730	2.8450	tokeniser_fixable	
330	Boston	boston	13834	16016987	49.0153	2.8474	foreign_word	Boston
331	Wilson	wilson	13769	16030756	49.0575	2.8499	proper_noun	
332	Jackie	jackie	13733	16044489	49.0995	2.8523	proper_noun	
333	Angela	angela	13687	16058176	49.1414	2.8548	proper_noun	a female given name from Ancient Greek, equivalent to English Angela, female equivalent of angelo
334	Doug	doug	13654	16071830	49.1832	2.8572	proper_noun	
335	aiutatemi	aiutatemi	13637	16085467	49.2249	2.8596	residual	
336	Gus	gus	13581	16099048	49.2664	2.8620	proper_noun	
337	ditemi	ditemi	13524	16112572	49.3078	2.8644	residual	
338	Europa	europa	13508	16126080	49.3492	2.8668	proper_noun	Europe
339	Finn	finn	13478	16139558	49.3904	2.8692	proper_noun	
340	Quinn	quinn	13475	16153033	49.4317	2.8716	proper_noun	
341	Virginia	virginia	13474	16166507	49.4729	2.8740	proper_noun	Virginia
342	dille	dille	13468	16179975	49.5141	2.8764	residual	
343	Shawn	shawn	13408	16193383	49.5551	2.8788	proper_noun	
344	Carrie	carrie	13320	16206703	49.5959	2.8812	proper_noun	
345	synch	synch	13312	16220015	49.6366	2.8835	numerals_acronyms	
346	Jamie	jamie	13302	16233317	49.6773	2.8859	proper_noun	
347	Grant	grant	13243	16246560	49.7179	2.8882	proper_noun	
348	Zoe	zoe	13235	16259795	49.7584	2.8906	proper_noun	a female given name, equivalent to English Zoë
349	fidarmi	fidarmi	13219	16273014	49.7988	2.8929	tokeniser_fixable	
350	rivederti	rivederti	13209	16286223	49.8392	2.8953	tokeniser_fixable	
351	Teddy	teddy	13151	16299374	49.8795	2.8976	proper_noun	
352	darsi	darsi	13145	16312519	49.9197	2.9000	tokeniser_fixable	to devote oneself, take up, take to, go into, to give oneself to, yield to, to start, begin
353	brav'	brav'	13138	16325657	49.9599	2.9023	residual	
354	Casey	casey	13133	16338790	50.0001	2.9046	proper_noun	
355	Vegas	vegas	13108	16351898	50.0402	2.9070	residual	
356	arrivera	arrivera	13026	16364924	50.0801	2.9093	residual	
357	Lucas	lucas	12932	16377856	50.1197	2.9116	proper_noun	
358	Owen	owen	12904	16390760	50.1591	2.9139	proper_noun	
359	sentirlo	sentirlo	12888	16403648	50.1986	2.9162	tokeniser_fixable	
360	Parker	parker	12775	16416423	50.2377	2.9184	proper_noun	Parker
361	moltissimo	moltissimo	12713	16429136	50.2766	2.9207	residual	
362	Francis	francis	12703	16441839	50.3155	2.9230	proper_noun	
363	prendersi	prendersi	12665	16454504	50.3542	2.9252	tokeniser_fixable	to grab or take hold, to grab, to begin to feel
364	prenditi	prenditi	12541	16467045	50.3926	2.9274	residual	
365	Riley	riley	12540	16479585	50.4310	2.9297	proper_noun	
366	Wayne	wayne	12521	16492106	50.4693	2.9319	proper_noun	
367	Greg	greg	12482	16504588	50.5075	2.9341	proper_noun	
368	Joey	joey	12481	16517069	50.5457	2.9363	proper_noun	
369	Jacob	jacob	12480	16529549	50.5839	2.9386	proper_noun	
370	Miami	miami	12459	16542008	50.6220	2.9408	foreign_word	Miami
371	Aaron	aaron	12345	16554353	50.6598	2.9430	proper_noun	
372	Norman	norman	12334	16566687	50.6975	2.9452	proper_noun	
373	e-mail	e-mail	12302	16578989	50.7352	2.9473	residual	email
